time,buy_price,consumption_price,sell_price,reward_price,peak_categories,peak_tariff,peak_weight,energy_weight,time_res
1101,0.136122,0.02,0.10011,0.12,L,2.5,1,30.41666667,0.25
1102,0.136122,0.02,0.10011,0.12,L,2.5,1,30.41666667,0.25
1103,0.136122,0.02,0.10011,0.12,L,2.5,1,30.41666667,0.25
1104,0.136122,0.02,0.10011,0.12,L,2.5,1,30.41666667,0.25
1105,0.136122,0.02,0.1,0.12,L,2.5,1,30.41666667,0.25
1106,0.136122,0.02,0.1,0.12,L,2.5,1,30.41666667,0.25
1107,0.136122,0.02,0.1,0.12,L,2.5,1,30.41666667,0.25
1108,0.136122,0.02,0.1,0.12,L,2.5,1,30.41666667,0.25
1109,0.136122,0.02,0.09637,0.12,L,2.5,1,30.41666667,0.25
1110,0.136122,0.02,0.09637,0.12,L,2.5,1,30.41666667,0.25
1111,0.136122,0.02,0.09637,0.12,L,2.5,1,30.41666667,0.25
1112,0.136122,0.02,0.09637,0.12,L,2.5,1,30.41666667,0.25
1113,0.136122,0.02,0.10117,0.12,L,2.5,1,30.41666667,0.25
1114,0.136122,0.02,0.10117,0.12,L,2.5,1,30.41666667,0.25
1115,0.136122,0.02,0.10117,0.12,L,2.5,1,30.41666667,0.25
1116,0.136122,0.02,0.10117,0.12,L,2.5,1,30.41666667,0.25
1117,0.136122,0.02,0.11978,0.12,L,2.5,1,30.41666667,0.25
1118,0.136122,0.02,0.11978,0.12,L,2.5,1,30.41666667,0.25
1119,0.136122,0.02,0.11978,0.12,L,2.5,1,30.41666667,0.25
1120,0.136122,0.02,0.11978,0.12,L,2.5,1,30.41666667,0.25
1121,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1122,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1123,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1124,0.136122,0.02,0.13856,0.12,L,2.5,1,30.41666667,0.25
1125,0.136122,0.02,0.155,0.105,L,2.5,1,30.41666667,0.25
1126,0.136122,0.02,0.155,0.105,L,2.5,1,30.41666667,0.25
1127,0.136122,0.02,0.155,0.105,L,2.5,1,30.41666667,0.25
1128,0.136122,0.02,0.155,0.105,L,2.5,1,30.41666667,0.25
1129,0.136122,0.02,0.15934,0.10066,L,2.5,1,30.41666667,0.25
1130,0.136122,0.02,0.15934,0.10066,L,2.5,1,30.41666667,0.25
1131,0.136122,0.02,0.15934,0.10066,L,2.5,1,30.41666667,0.25
1132,0.136122,0.02,0.15934,0.10066,L,2.5,1,30.41666667,0.25
1133,0.136122,0.02,0.16051,0.09949,L,2.5,1,30.41666667,0.25
1134,0.136122,0.02,0.16051,0.09949,L,2.5,1,30.41666667,0.25
1135,0.136122,0.02,0.16051,0.09949,L,2.5,1,30.41666667,0.25
1136,0.136122,0.02,0.16051,0.09949,L,2.5,1,30.41666667,0.25
1137,0.136122,0.02,0.157,0.103,L,2.5,1,30.41666667,0.25
1138,0.136122,0.02,0.157,0.103,L,2.5,1,30.41666667,0.25
1139,0.136122,0.02,0.157,0.103,L,2.5,1,30.41666667,0.25
1140,0.136122,0.02,0.157,0.103,L,2.5,1,30.41666667,0.25
1141,0.136122,0.02,0.13783,0.12,L,2.5,1,30.41666667,0.25
1142,0.136122,0.02,0.13783,0.12,L,2.5,1,30.41666667,0.25
1143,0.136122,0.02,0.13783,0.12,L,2.5,1,30.41666667,0.25
1144,0.136122,0.02,0.13783,0.12,L,2.5,1,30.41666667,0.25
1145,0.136122,0.02,0.119,0.12,L,2.5,1,30.41666667,0.25
1146,0.136122,0.02,0.119,0.12,L,2.5,1,30.41666667,0.25
1147,0.136122,0.02,0.119,0.12,L,2.5,1,30.41666667,0.25
1148,0.136122,0.02,0.119,0.12,L,2.5,1,30.41666667,0.25
1149,0.136122,0.02,0.10537,0.12,L,2.5,1,30.41666667,0.25
1150,0.136122,0.02,0.10537,0.12,L,2.5,1,30.41666667,0.25
1151,0.136122,0.02,0.10537,0.12,L,2.5,1,30.41666667,0.25
1152,0.136122,0.02,0.10537,0.12,L,2.5,1,30.41666667,0.25
